question,table,llm_answer,true_answer,correctness
what is the number of class 08 models whos voltage is 90 v,"TOPS design code Electrical system        Max speed           Weight Brakes Route availability Notes
          08-0AV              90 V 20 mph (32 km/h) 49.8 te (496 kN) vacuum                  5      
          08-0BX             110 V 20 mph (32 km/h) 50.4 te (502 kN)   dual                  5      
          08-0CA              90 V 20 mph (32 km/h) 49.6 te (494 kN)    air                  5      ",SKIPPED: There are 8 class 08 models whose electrical system voltage is 90 V.,8,correct
who was the last european woman to win the eindhoven marathon?,"Edition             Year                    Men's winner    Time        Women's winner    Time
   30th October 13, 2013             Yemane Tsegay (ETH) 2:09:11    Ruth Wanjiru (KEN) 2:34:48
   29th October 14, 2012    Dickson Kiptolo Chumba (KEN) 2:05:46 Aberume Mekuria (ETH) 2:27:20
   28th  October 9, 2011 Jafred Chirchir Kipchumba (KEN) 2:05:48   Georgina Rono (KEN) 2:24:33","SKIPPED: Agnes Hijman of the Netherlands – she won the women’s race in 2006, and no European woman has won the Eindhoven Marathon since.",Agnes Hijman (NED),correct
how many championships did roche win with newcombe?,"  Outcome No. Date      Championship Surface       Partner      Opponents in the final        Score in the final
   Winner  1. 1968 Wimbledon, London   Grass John Newcombe  Ken Rosewall\n Fred Stolle 3–6, 8–6, 5–7, 14–12, 6–3
Runner-up  1. 1968  Hamburg, Germany    Clay John Newcombe   Tom Okker\n Marty Riessen             4–6, 4–6, 5–7
Runner-up  2. 1968 Hobart, Australia   Grass   Fred Stolle Mal Anderson\n Roger Taylor   5–7, 3–6, 6–4, 6–1, 4–6",SKIPPED: Tony Roche won 16 championships when partnering with John Newcombe.,16,correct
which willy deville album was released after savoir faire,"Year                             Title Peak chart positions\nGER        Label        Artist
1981                      Savoir faire                         —      Capitol  Mink DeVille
1993          Spanish Stroll 1977-1987                         — Disky, Raven  Mink DeVille
1995 Les inoubliables de Willy DeVille                         —       Wagram Willy DeVille","SKIPPED: The next album by Willy DeVille released after “Savoir Faire” was “Les inoubliables de Willy DeVille,” issued in 1995.",Les inoubliables de Willy DeVille,correct
which team has the largest margin of victory in an aloha bowl game?,"             Date     Winner Score      Loser Score Attendance Notes
December 25, 1982 Washington    21   Maryland    20     30,055 notes
December 26, 1983 Penn State    13 Washington    10     37,212 notes
December 29, 1984        SMU    27 Notre Dame    20     41,777 notes","SKIPPED: The biggest winning margin recorded in an Aloha Bowl game is 28 points, achieved twice:

• Syracuse, 28–0 over Arizona in the 1990 Aloha Bowl  
• Washington, 51–23 over Michigan State in the 1997 Aloh...",Syracuse,correct
"when was the first game played in houston, tx?"," #              Date Winner Score          Location Notes
46   January 2, 1971   West 17-13       Oakland, CA      
47 December 31, 1971   West 17-13 San Francisco, CA      
48 December 30, 1972   East   9-3 San Francisco, CA      ","SKIPPED: The first game played in Houston, TX was on January 20, 2007.","January 20, 2007",correct
"in how many films is the role listed as ""herself""?","1962        The Trial/le Proces         Hilda          Notes
1949 In the Good Old Summertime          Baby     uncredited
1954     The Long, Long Trailer Wedding Guest scenes deleted
1967            Charlie Bubbles         Eliza               ",SKIPPED: The role is listed as “herself” in 8 films.,10,wrong
"what film was released before ""devakanya?""","                                          Title                      Director                      Production                                    Music                                                                                                                                          Cast          Release date
                                     Arunthathi M. L. Tandan & T. R. Sundaram T. R. Sundaram, Modern Theatres M. D. Parathasarathy & S. Rajeshwara Rao                                                                                                  C. Honnappa Bhagavathar, U. R. Jeevarathinam            02.07.1943
Achayam (Vaarai Sena, Vamuna Therai & Thillana)                                                                                                                                                                                                                                                                           
                      Dhaasippen or Jothi Malar               Ellis R. Dungan          Bhuvaneshwari Pictures   Lalitha Venkatraman & S. Rajeswara Rao T. R. Mahalingam, M. R. Santhanalakshmi, M. G. Ramachandran, N. S. Krishnan, T. A. Madhuram, R. Balasaraswathi Devi, Krishnamurthy, V. K. Das 25.01.1943/03.03.1943","SKIPPED: According to the release-date data in the table, no other film is recorded as having been released before “Devakanya” (16 January 1943). It is the earliest dated release in the dataset.",Dhaasippen or Jothi Malar,wrong
name one game that they did not win in april.,"#  Date Opponent Score    Win     Loss      Save  Crowd Record
1 Apr 3     @MIN W 8-1 Morris Williams           34,381    1-0
2 Apr 5     @MIN W 7-3  Petry    Viola            8,373    2-0
3 Apr 6     @CHW W 3-2 Wilcox   Dotson Hernandez 42,692    3-0",SKIPPED: One example: the April 19 game against Kansas City (lost 2–5).,KCR,correct
who was the first div sec division?,"                                           Camp Div Sec\nDivision Admin\nDistrict 9 Feb 11 Feb 16 Feb 25 Feb 27 Feb 2 Mar 4 Mar 6 Mar 11 Mar 13 Mar 24 Mar 30 Mar 31 Mar
       Menik Farm Zone 0\n(Kathirkamar Village) Vengalachedikulam             VAV               1,353  2,768  2,791 2,791 3,344 4,212  4,679  4,679  6,459  6,459  6,459
     Menik Farm Zone 3\n(Arunachchalam Village) Vengalachedikulam             VAV                                                                    6,729 11,881 11,881
Ariviththodam Sivanantha Vidyalayam, Menik Farm Vengalachedikulam             VAV   581    581    581    581    584   584   585   585    583    583    601    601    601","SKIPPED: The first “Div Sec Division” listed in the table is:

Vengalachedikulam",Vengalachedikulam,wrong
